Country_Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Greece,GRC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039393233,0.050166294,0.12538348,0.041242384,0.081409579,0.107697523,0.063695374,0.032329097,0.028440968,0.016100171,0.019066427,0.025013287,0.040085192,0.026556945,0.008989001,0.014695206,
Grenada,GRD,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greenland,GRL,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0.079485915,0.019157491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0.002541729,0.000483346,8.65437489915649E-05,0.091412181,0.365321078,0.261011148,0.194283685,0.30719824,0.168449472,0.008247317,0.095839299,0.141157423,0.07482695,0.06725517,0.182364823,0.078110076,0.13718632,0.055071224,0.054732062,0.04017501,0.133482376,0.307993756,0.218357815,0.20285571,0.284157238,0.224733248,0.288543155,0.301562338,0.254333056,0.286662678,0.246315036,0.594455488,0.64219649,0.314046418,0.346801174,0.4245673,0.367062267,0.289066115,0.255602693,0.085700118,0.053345576,0.080964906,0.123829192,0.099798013,0.031886703,0.068663186,
Guam,GUM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064628856,6.105457063,19.55301704,
High income,HIC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.186120008,0.229743593,0.277936702,0.327144457,1.501956258,1.292063949,1.376863018,1.355309067,1.134687604,2.32189855,2.572929049,1.987267437,1.044183659,1.234659882,1.183987335,1.046941276,0.392149176,0.497689452,0.326739545,0.42864612,0.533088545,0.349430768,0.365325877,0.381838524,0.325046833,0.304364081,0.436055233,0.389467313,0.210708535,0.30963286,0.67449238,0.546522647,0.447770869,0.601187382,0.652306848,0.856584766,0.740248382,0.695962172,1.013706235,0.47477063,0.547077167,0.783749891,0.744035931,0.727798499,0.668502264,0.329282937,0.291547787,0.362761021,0.531063398,0.488085002,0.2760703,0.585584335,
"Hong Kong SAR, China",HKG,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053207,0.005495622,0.000833223,0.00208616,0.012717657,0.00015902,0.000122267,0.000221146,0.000301899,0.000210885,8.34501955717353E-05,0.000241318,
Honduras,HND,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56667223808072E-05,0.002260298,0.002117633,0.002588024,0.001210957,0.001645615,0.002568112,0.002405036,0.002197403,0.001895848,0,0,0.000665239,0.00102535,0.000734773,0.000388511,0.000927702,
Heavily indebted poor countries (HIPC),HPC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0.041551732,0.044970008,0.071138269,0.444598401,0.296137615,0.512470557,0.383780966,0.441883968,1.388586097,1.276236862,0.959658131,0.494872878,1.039989294,1.327780257,1.67306148,0.492249913,0.934683385,0.671676865,1.249777623,1.401866684,0.696544777,1.04224498,1.018423428,0.808728299,0.826829383,0.996465082,0.975855268,0.478436845,0.871796381,2.207361487,1.634337434,1.615851072,1.508378203,2.664724957,3.853921464,4.341538387,3.367541286,3.965176553,1.879649735,2.602293315,3.466375836,2.079795129,1.696907304,1.260520963,0.52869337,0.411515089,0.763410692,1.338372544,1.245338773,0.679535247,1.224127067,
Croatia,HRV,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46013843,0.482082848,0.459023927,0.095743269,0.256744064,0.656975292,0.63520946,0.46930091,0.41011266,0.410539006,0.460450973,0.60952276,0.605011099,0.740307082,0.488947583,0.600397396,0.868134675,0.823141313,0.654158363,0.483857076,0.359926566,0.228359095,0.296263407,0.399806119,0.282884644,0.13114989,0.313411792,
Haiti,HTI,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hungary,HUN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.445236637,0.369328779,0.464389237,0.49531862,0.35969645,0.07378877,0.170938575,0.429449202,0.392068753,0.296013265,0.271466071,0.258776397,0.251052938,0.350931426,0.331376273,0.456719868,0.340438162,0.320676765,0.45188486,0.439334874,0.351918796,0.270950647,0.168192387,0.118513442,0.154637174,0.228378797,0.201281428,0.113013917,0.319632177,
IBRD only,IBD,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.608403614,0.767912712,0.930769625,1.38673026,5.464010403,4.826814052,5.373671621,5.143760381,5.156240074,8.134591735,8.607786099,6.519542667,5.112335074,4.946545428,5.036466124,4.790323239,2.250002816,3.158878303,2.634956627,3.391040286,3.887184539,2.162572707,2.022816937,1.967515435,1.62881108,1.749858144,2.013561372,1.687815656,0.91600053,1.597375905,2.858434095,2.406879592,2.36348685,2.521975477,3.375290971,4.078287183,4.179806996,3.667868391,4.823523843,2.526759035,2.92143973,3.767744482,3.16461015,2.681638924,2.321385286,1.196247421,0.978000305,1.268068645,1.766812509,1.437068408,0.792412564,1.631889059,
IDA & IBRD total,IBT,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.597313739,0.719499432,0.871641466,1.292128688,5.088684058,4.458259668,5.026471506,4.825176762,4.819416975,7.698605237,7.945320462,5.992614204,4.685488898,4.604509551,4.690212872,4.480973713,2.081804323,2.921406288,2.467949028,3.225838442,3.733708665,2.080607452,1.969795762,1.95321912,1.715830513,1.770269646,1.989924607,1.674528995,0.906399657,1.576125306,2.868302653,2.427816265,2.385651214,2.533324389,3.340436598,4.04951136,4.152916998,3.635912856,4.802915479,2.521685442,2.953770571,3.837836971,3.17450265,2.670304418,2.296212746,1.179477584,0.957042862,1.253468791,1.753380251,1.439605073,0.79530474,1.623644816,
IDA total,IDA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0.192884316,0.164941393,0.200703084,0.963196053,0.849402155,1.090903873,1.145831524,1.056408713,2.593181458,0.925401599,0.671114218,0.395243282,0.702985936,0.850023658,1.134189592,0.427368664,0.674991774,0.485954742,0.8585452,1.631845175,1.113840372,1.262301047,1.743318224,3.036213262,2.096039851,1.60199701,1.448149711,0.751092845,1.250760335,2.988650782,2.689357747,2.657013924,2.671917635,2.89970214,3.668618494,3.786346151,3.176979029,4.569747853,2.465881457,3.328564393,4.77800618,3.307855367,2.522112339,1.982447541,0.981712485,0.711638902,1.072313497,1.582856967,1.471666894,0.830995176,1.512674502,
IDA blend,IDB,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0.353207163,0.289725709,0.48680967,2.452477737,2.249796599,2.418585877,2.572713626,2.356280032,5.894447677,1.811923541,1.288504997,0.615715366,1.349251235,1.726869594,2.515819751,0.962087448,1.668125798,1.288932935,2.415179456,3.225160639,1.69033267,2.176510883,2.52544024,2.164825164,2.582634561,2.665292187,2.546554119,1.124864891,1.787822304,3.257638844,3.190620429,2.862349335,2.67384936,2.902074903,3.618108355,4.09456841,3.449420932,6.160744466,3.532420591,4.928733536,6.242514266,5.318290175,4.108012255,3.118255739,1.584930856,1.20043841,2.032520006,2.913355988,2.685968611,1.461360493,2.746273163,
Indonesia,IDN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.150125953,0.186121919,0.742010619,2.225191703,10.63867223,9.118074693,9.964374548,10.77871253,9.342796962,22.54045334,18.57485381,13.38990385,6.713863325,9.020867426,9.591628474,8.784395595,5.001841847,7.329186441,5.029002928,7.708304668,9.322668311,5.598599141,5.478642741,4.449664928,3.660507464,3.418974368,3.769239381,3.52626075,4.347908916,4.636458788,7.451378157,5.483789838,4.218532452,3.942383362,5.239940184,6.140771773,5.122529567,4.42489545,6.10757345,2.888516814,3.259305901,4.353419117,3.324691013,2.844490578,2.650026347,1.509741081,1.220786939,1.470150387,2.05913547,1.650622529,1.032162356,1.978507548,
IDA only,IDX,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0.040906061,0.054724025,0.065356546,0.26805932,0.215868717,0.323193171,0.301242166,0.280818375,0.604014834,0.4636588,0.338252595,0.262796665,0.324820023,0.342476388,0.36378568,0.135100528,0.139809966,0.072594139,0.076477379,0.98614872,0.887173793,0.75237458,1.299035414,3.483847607,1.830586165,1.005130267,0.855837933,0.561957851,0.977837628,2.864882619,2.466610791,2.570206631,2.671069081,2.898645256,3.690385383,3.654026976,3.063683629,3.33706567,1.740650588,2.203434433,3.5168923,1.39958054,1.016599779,0.891120138,0.430210982,0.32146458,0.383922312,0.539965371,0.528386103,0.3796434,0.621574565,
Isle of Man,IMN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.032597421,0.080048915,0.081490404,0.08140962,0.288421398,0.477579602,0.535597239,0.562861913,0.542336498,1.06847306,0.666350173,1.237591114,1.182950188,1.390911373,1.395834401,1.686095189,0.773786547,0.861132553,0.698253555,1.146174585,1.349803262,0.993917177,0.788333341,0.699787874,0.67191755,0.812689437,0.850028516,0.753158952,0.464545105,0.64513393,1.023461808,0.828110361,0.867367943,0.819592968,1.107156727,1.193008053,1.221821901,1.072917279,1.661428278,0.77541758,0.986014031,1.451022103,1.310253993,1.133237281,0.897408488,0.446690449,0.351538246,0.445012813,0.58532112,0.410880933,0.266049373,0.511873027,
Not classified,INX,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0,6.23707373041532E-06,5.21076431637264E-06,5.04396271897029E-06,1.32087753042925E-05,0.000516249,0.000497888,0.000369663,0.002919356,0.041960819,0.103944996,0.133637275,0.103025191,0.172809617,0.237002603,0.216844191,0.098631324,0.032454934,0.034581852,0.043754989,0.056292277,0.040949314,0.01933023,0.065831571,0.060575952,0.098704665,0.084428584,0.074630274,0.005861485,0.003973482,0.022289105,0.026863346,0.018296119,0.011059904,0.011583779,0.005553388,0.012570149,0.007435153,0.015919658,0.007947928,0.01438273,0.012352807,0.012852793,0.009573833,0.00618932,0.00267427,0.047246341,0.068910212,0.095475208,0.049877632,0.018320044,0.062718265,
"Iran, Islamic Rep.",IRN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,7.123146056,9.622131208,11.1148272,12.88456321,32.17188889,23.83525359,21.87308797,19.17765954,20.50760441,16.60851418,13.71630035,10.59585969,8.607224078,7.031430793,6.219328504,5.444463946,1.493678553,3.362080711,3.286280379,5.761754308,7.848897268,,,10.49450239,8.777569944,6.977707332,7.268925128,6.45743394,4.156635427,5.822142323,10.37406971,7.338885018,5.280506356,6.071131998,7.335418847,9.083356983,8.861469789,7.417613474,8.664669726,5.063567013,5.254214468,5.597273782,3.902162312,4.194407629,4.376603207,2.785906401,2.946541018,4.237796573,7.840918538,4.726343071,3.701734434,5.011887444,
Iraq,IRQ,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,30.32794826,8.536152,6.57405462,4.96041112,5.698447026,7.308915136,5.076966459,7.944289113,5.114399777,7.823525892,1.846948796,,,,3.597223426,1.258104397,2.044821285,3.199138275,6.763664672,7.895594448,10.59895145,10.01475635,8.167447222,5.901989803,10.80245221,11.1765676,11.14705091,9.482076932,10.61696285,7.524431159,8.597618583,11.1501113,9.887269046,9.406570339,10.72541362,9.937271416,9.671547369,11.45337905,13.37538594,12.06481016,7.318218461,11.54003824,
Iceland,ISL,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Israel,ISR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.008889684,0.77916912,0.800707458,0.918971007,1.864711608,3.083340901,0.022586966,0.016385401,0.01583623,0.025144362,0.033335003,0.025617366,0.008583724,0.010895729,0.008412916,0.008186997,0.004760326,0.005051546,0.004410274,0.004597938,0.003886514,0.001762849,0.001358397,0.000951818,0.00050994,0.000636772,0.000260878,0.00085292,0.000171322,0.000111209,0.000113768,9.29250887951891E-05,0.000155992,6.47591937341669E-05,0.01881542,0.037435804,0.063728533,0.071498137,0.085349033,0.05041616,0.034703768,0.066366471,0.026394418,0.098793598,0.111807593,0.097696726,0.083826827,0.058707327,0.099735476,0.074235099,0.134324234,0.248413407,
Italy,ITA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.024085847,0.029163456,0.037062726,0.028725809,0.085882017,0.10255829,0.119150028,0.092508684,0.084245815,0.12406087,0.144599875,0.124259855,0.058916818,0.094512179,0.091207948,0.089237943,0.053244354,0.040265023,0.032555191,0.042645757,0.047898188,0.024124788,0.020422508,0.036010854,0.034916746,0.048416783,0.050085262,0.053416725,0.010467635,0.021547956,0.061414569,0.070892802,0.063460819,0.058497811,0.056449906,0.076557927,0.090354196,0.086509062,0.116729357,0.062411163,0.07529394,0.117461666,0.128314251,0.116142862,0.099850931,0.056666883,0.027146773,0.040472193,0.068788015,0.053013311,0.035399176,0.075824826,
Jamaica,JAM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073672981,0.11936525,0.108402308,0.165859751,0.539399553,0.506257163,0.852235373,0.521603641,0.195396374,0.463843785,0.42594288,0.406872763,0.379890598,0,0.059915508,0.150645059,0.225330298,0.165455832,0.096722989,0.25577662,
Jordan,JOR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03808443129101E-06,0.022258189,0.008934094,0.012109824,0.011456259,0.016557635,0.113161146,0.024590318,0.050376208,0.043435581,0.089943734,0.093587805,0.096636995,0.103895206,0.08851676,0.071644878,0.083764469,0.085020543,0.060642268,0.06515657,0.064372057,0.056925293,0.056382183,0.044104024,0.032539206,0.032872647,0.021757258,0.024636402,0.020405465,0.0166752,0.011865966,0.008728877,0.00483856,0.005192252,0.007308548,0.007476936,0.015299246,0.034962698,
Japan,JPN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.003971726,0.004613147,0.007398265,0.014327638,0.085631892,0.09119222,0.089452077,0.079257301,0.055281635,0.114543541,0.018381551,0.010338411,0.0085879,0.008011631,0.007591504,0.009220761,0.004861053,0.003902222,0.002607877,0.002980175,0.004395233,0.003091322,0.003286101,0.003161694,0.002824716,0.002769223,0.003582711,0.00361746,0.002421975,0.002676677,0.004499001,0.003795482,0.003829406,0.004479577,0.004826912,0.005777557,0.006076829,0.006855046,0.007392017,0.005795675,0.005729487,0.006366607,0.006060573,0.006120493,0.008231723,0.008011943,0.005285436,0.006302321,0.008001495,0.006920667,0.004587006,0.009053229,
Kazakhstan,KAZ,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99956615,2.805339295,3.456174974,5.230497963,4.62108792,1.47784096,7.432792434,18.79177878,13.48802057,15.34933838,13.8370884,16.57784326,19.84201601,17.77938727,8.848256985,12.1693303,8.264362393,8.047153169,10.36107964,8.892707323,7.347024027,7.131195436,3.567419869,3.726082424,5.541406152,9.027318579,7.875865302,3.90181185,8.741010493,
Kenya,KEN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009513538,0.019334558,0.011862672,0.014330326,0.012760592,0.004396749,0.003438507,0,0.000852379,0.001746755,0,0,
Kyrgyz Republic,KGZ,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14548901,0.129393735,0.10786986,0.082933933,0.136922493,0.167367277,0.189539654,0.034526291,0.125891874,0.404117129,0.26195751,0.158578076,0.135046627,0.16903381,0.397961193,0.392172537,0.09383391,0.119159762,0.063780577,0.087161932,0.122964288,0.110790919,0.096763169,0.088588939,0.004993535,0.010549695,0.021254574,0.029520573,0.022537146,0.010384485,0.013566919,
Cambodia,KHM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64415377523076E-05,0.000142218,0.000112341,0.000220486,0.031643024,
Kiribati,KIR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Kitts and Nevis,KNA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Korea, Rep.",KOR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0.001898836,0.001939597,0.00280346,0.035897543,0.138855178,0.095184763,0.079356522,0.048901573,0.036778646,0.069034025,0.121526202,0.121199238,0.052703542,0.034529485,0.044476662,0.019512611,0.000650193,0.00643049,0.007418974,0.006143039,0.003729965,0.0012756,6.68094802493723E-05,4.70535472212614E-05,0.000430055,6.79401011950701E-05,0.003585447,0.003340342,0.005021862,0.012855888,0.010406538,0.007530558,0.006448891,0.010469764,0.017290435,0.01853995,0.020100545,0.033989309,0.024932646,0.042161447,0.05492003,0.05054303,0.039648027,0.035095416,0.016222569,0.013728426,0.015065768,0.023247282,0.018594968,0.010349764,0.02465376,
Kuwait,KWT,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,16.84723369,19.20209254,23.93244833,24.29013543,26.54370699,16.55877063,17.06139264,14.37877523,14.91189635,,13.31909848,5.673935372,3.016978778,5.138609539,4.330206492,2.830997362,2.229397565,1.894449709,2.410390411,3.219997933,2.331571888,0.254147812,2.369105161,6.403173457,6.5371383,6.184738917,7.077228597,6.650549025,4.806003469,5.525178359,8.882223094,7.607499953,6.449150054,7.805222899,9.235904451,11.26341204,10.63108274,9.993428225,11.74476616,7.785451513,9.49216935,13.06220087,14.17694191,13.49082459,12.53500684,8.500327978,7.563869839,7.900739609,10.05601995,8.716051619,,,
Latin America & Caribbean (excluding high income),LAC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.068546521,0.091665663,0.110713668,0.233378726,0.961204652,0.814051672,0.963792306,0.882199436,1.013502202,2.664079944,3.567469539,2.932476469,2.779115934,3.682460636,4.426727993,4.115270049,1.965797178,2.975108149,2.015331422,1.826399958,2.261807922,1.209867074,1.195612448,1.010812382,0.873773262,0.978537867,1.217488026,0.962217078,0.543507341,1.161344627,1.931680443,1.512089357,1.83332088,2.161790593,2.557817371,3.281826291,3.420198516,2.981883455,3.48055665,1.914132885,2.139313714,2.995891473,2.892740041,2.580501602,2.381152355,1.107993575,0.848970224,1.096942881,1.782398562,1.513832538,0.870729253,1.980327666,
Lao PDR,LAO,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0.000161876,0.000377663,0.000473831,1.64875288006388E-05,0.000398534,0.000561885,0.001575883,0.00179714,0.00151068,0.000142114,0.000169964,0.002638479,0.000586404,0.000289372,0.001975042,0.000898381,0.00233068,0.012739979,0.005235939,0.004726524,0.059970281,0.036890512,0.038432864,0.065986715,0.155870539,0.048485608,0.140067706,0.173287469,0.088025126,0,0,0,0,0,0,0,0,0,
Lebanon,LBN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liberia,LBR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Libya,LBY,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83209748,15.46735784,19.59861359,22.20516896,22.71653662,21.21570631,23.32255211,16.51779169,17.78232947,3.728223563,17.37511071,9.972071656,3.660942934,1.813413644,1.321322829,3.839542205,6.444953673,7.69627919,1.210870144,13.50403144,
St. Lucia,LCA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Latin America & Caribbean,LCN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.766761359,0.933307609,0.884837836,1.376904046,5.342679625,3.758042203,3.678656929,2.859794776,2.702352168,6.364270601,6.07228643,4.558521113,3.276473385,4.183705532,4.744630664,3.969473829,1.869471052,2.885676444,1.956797726,1.950605861,2.480817886,1.351940117,1.325235499,1.136924577,0.996073946,1.11803057,1.423610921,1.142169587,0.626387917,1.257317085,2.097503143,1.650481689,1.940048535,2.219298345,2.648823391,3.426587829,3.517182751,3.001423294,3.328077564,1.78049937,1.949489287,2.810589375,2.663591203,2.388141611,2.153800503,1.03637249,0.783081726,1.015095661,1.646407386,1.405871667,0.80832781,1.824078527,
Least developed countries: UN classification,LDC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,0.093685306,0.364756936,0.280740148,0.452341779,0.443540993,0.4060874,0.862617204,0.588745119,0.384720156,0.304033235,0.323625923,0.342309085,1.176662355,0.517818029,1.04732652,0.948861475,1.483971755,2.758360101,1.868528894,2.395735877,2.825403731,5.223693976,3.392227835,2.405164139,2.298813712,1.304650706,2.134778025,4.082593657,3.330097537,3.44022549,3.386419943,4.748948285,7.104580615,7.737722555,7.890931675,9.615279157,4.362564627,5.727038289,6.923529023,5.17230873,4.253771877,3.259708808,1.494862774,1.209089204,1.70290803,2.286205011,1.866380574,0.989258761,1.721862888,
Low income,LIC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0.112735784,0.06883098,0.001493224,0.003374588,0.002948198,0.004356608,0.002733372,0.00209258,0.002748628,0.00329051,1.865019553,1.676351988,1.686877109,3.023362634,8.065239944,4.904690685,2.832573211,2.364755054,1.593928012,2.929707762,5.46304685,4.612517242,4.648205572,4.807168581,5.070115131,6.159869611,5.877772217,4.933261766,5.506630305,2.767199731,3.678408183,7.281925405,2.469691681,1.707998034,1.402188011,0.371863147,0.18698701,0.272623109,0.514120956,0.438364211,0.261373847,0.407664182,
Liechtenstein,LIE,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lower middle income,LMC,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,1.167435625,1.251225943,1.666271118,2.292718375,7.598751488,6.10785466,6.852520355,6.438959233,6.157173993,7.611325678,5.987758313,4.981184291,4.115832921,4.118549149,4.106401936,4.107724983,1.535992047,2.377242382,1.992191763,2.878164671,3.757344574,2.124592956,2.149802744,2.71769314,2.3122093,2.378931306,2.632468317,2.311365726,1.380906201,1.969424352,3.262492152,2.667461595,2.47032074,2.628916766,3.250308368,4.229898755,4.452506278,4.033010393,5.367965777,2.886687737,3.365423834,4.205902253,3.680447167,3.172935326,2.672772356,1.356222863,1.11820655,1.544310989,2.094874405,1.610164964,0.954890592,1.660814445,
